num_devices,auth_latency_s,computation_cost_ms,throughput_ops_s,normalized_throughput,storage_overhead_kb,batch_formation_s,batch_decryption_s,batch_authentication_s,token_generation_s,token_encryption_s
20,0.06049601000268012,3933.8939000153914,33.52089390862886,1.6760446954314427,1008.703125,1.1927570000407286,0.0005285999504849315,1.2121248000185005,0.0032348999520763755,1.2680464999866672
40,0.05095713000046089,7269.0240000374615,35.094862949265476,0.8773715737316369,1969.40625,2.2785483000334352,0.0009876000112853944,2.315395699988585,0.006284700008109212,2.05612869997276
60,0.06538211000151932,11416.569499939214,35.12795004563991,0.5854658340939985,2930.109375,3.41463809995912,0.0014451000024564564,3.6874783000093885,0.007688999990932643,3.798086999973748
80,0.06289888999890536,15809.51550003374,30.79559475951274,0.3849449344939092,3890.8125,5.1909092999994755,0.004638999991584569,4.714336000033654,0.0036857000086456537,5.338501000020187
100,0.06907273000106215,18925.901299982797,31.745800454963906,0.3174580045496391,4851.515625,6.294245199998841,0.005800700047984719,5.9603354999562725,0.008048999996390194,6.343807799974456
