parameter,n,bits_security,nist_level,data_encryption_time_s,query_encryption_time_s,data_decryption_time_s,query_execution_latency_s,query_throughput_per_s,overall_model_throughput_per_s,overall_model_latency_s,false_trust_acceptance_rate,num_data,num_queries,num_malicious,malicious_accepted
PARA.512,512,143,1,0.31767240003682673,0.057600729999830944,0.0001974000479094684,0.05788104999810457,17.27681166863329,16.728370188237186,0.8966803000657819,0.0,5,10,5,0
PARA.768,768,207,3,0.6129241000162438,0.11627359999110923,0.00026050000451505184,0.11664724998991005,8.572855340237338,8.428589979876165,1.7796570999198593,0.0,5,10,5,0
PARA.1024,1024,272,5,2.321085100003984,0.5690953899931628,0.00024180003674700856,0.5697937199729494,1.7550210978939438,1.870495822731389,8.019264099770226,0.0,5,10,5,0
